STATION,NAME,DATE,TMAX,TMIN,daily_peak_load
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-24,59.0,29.0,70623.784529
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-25,62.0,33.0,59485.794978
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-26,69.0,56.0,53592.648105
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-27,57.0,52.0,57593.035661
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-28,61.0,52.0,53062.787823
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-29,68.0,57.0,50916.254332
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-30,74.0,57.0,49060.910824
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-01-31,71.0,49.0,51729.7224
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-01,74.0,42.0,51018.860949
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-02,79.0,44.0,48411.30266
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-03,83.0,63.0,52391.820175
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-04,84.0,68.0,51887.955622
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-05,83.0,68.0,52032.884353
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-06,83.0,69.0,54661.046974
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-07,84.0,67.0,53484.465875
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-08,86.0,70.0,55730.938071
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-09,84.0,67.0,52519.616248
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-10,75.0,60.0,54510.042007
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-11,72.0,57.0,55289.020134
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-12,75.0,50.0,57997.484175
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-13,56.0,42.0,64510.929358
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-14,55.0,44.0,60042.390905
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-15,81.0,54.0,49992.433972
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-16,60.0,41.0,56267.309111
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-17,61.0,38.0,62802.91999
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-18,64.0,49.0,63429.278048
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-19,49.0,29.0,76886.704538
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-20,43.0,27.0,80524.699422
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-21,41.0,34.0,72617.894317
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-22,44.0,37.0,66492.986732
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-23,55.0,44.0,55173.030432
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-24,70.0,47.0,55521.107612
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-25,75.0,49.0,49729.937201
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-26,82.0,51.0,50991.441587
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-27,73.0,56.0,47992.521232
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-02-28,77.0,49.0,49530.304455
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-01,85.0,51.0,49596.642714
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-02,74.0,55.0,48734.973464
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-03,79.0,63.0,52867.811407
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-04,78.0,55.0,49702.076813
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-05,70.0,48.0,48142.252858
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-06,69.0,42.0,51067.011617
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-07,81.0,54.0,52050.764775
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-08,84.0,56.0,52524.059087
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-09,58.0,50.0,48503.249377
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-10,74.0,44.0,52199.32662
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-11,79.0,45.0,50556.005695
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-12,83.0,60.0,54387.065552
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-13,90.0,69.0,57170.107507
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-14,85.0,69.0,57125.960228
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-15,83.0,63.0,48127.111973
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-16,77.0,51.0,47576.909447
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-17,82.0,46.0,52052.238274
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-18,81.0,60.0,54832.85255
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-19,83.0,57.0,50623.906212
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-20,70.0,48.0,47843.428209
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-21,75.0,41.0,49147.533429
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-22,83.0,52.0,52031.52558
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-23,85.0,67.0,55788.220781
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-24,86.0,59.0,58213.52403
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-25,89.0,60.0,62920.405748
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-26,81.0,64.0,54593.864734
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-27,72.0,65.0,50417.73124
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-28,78.0,66.0,49967.442875
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-29,87.0,68.0,59766.158511
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-30,86.0,72.0,57613.217684
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-03-31,85.0,70.0,57691.85185
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-01,84.0,66.0,57615.238244
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-02,85.0,76.0,58699.65566
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-03,87.0,76.0,59742.75181
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-04,87.0,76.0,57780.29703
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-05,83.0,57.0,50933.13616
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-06,60.0,48.0,48823.778021
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-07,70.0,46.0,51408.290356
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-08,77.0,46.0,50351.902233
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-09,81.0,49.0,54498.417248
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-10,87.0,56.0,60925.739683
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-11,88.0,61.0,60138.220451
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-12,86.0,55.0,58705.081893
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-13,88.0,67.0,62970.987711
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-14,87.0,70.0,65613.500952
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-15,83.0,62.0,56148.817271
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-16,83.0,62.0,60300.882859
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-17,87.0,69.0,62721.765011
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-18,89.0,74.0,62359.37663
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-19,84.0,74.0,55125.647091
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-20,87.0,74.0,54864.728116
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-21,86.0,70.0,61146.887306
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-22,87.0,67.0,64872.604352
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-23,77.0,69.0,59459.389404
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-24,85.0,67.0,57920.539768
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-25,88.0,67.0,62167.226383
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-26,87.0,68.0,61154.506969
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-27,88.0,70.0,62719.830914
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-28,86.0,71.0,63201.598997
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-29,84.0,70.0,63197.438934
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-04-30,86.0,74.0,59318.841377
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-01,89.0,71.0,61919.980052
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-02,86.0,68.0,55986.433395
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-03,82.0,64.0,52923.558563
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-04,83.0,59.0,55580.760241
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-05,81.0,60.0,52633.331378
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-06,84.0,67.0,56415.868338
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-07,85.0,69.0,61613.379087
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-08,90.0,67.0,59798.185544
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-09,85.0,68.0,57329.000759
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-10,84.0,65.0,54947.361181
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-11,82.0,62.0,54280.003319
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-12,86.0,61.0,65287.378693
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-13,95.0,69.0,74111.700039
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-14,96.0,75.0,77064.132826
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-15,95.0,77.0,73215.832815
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-16,93.0,81.0,74330.184618
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-17,94.0,79.0,74384.488875
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-18,92.0,81.0,68532.637037
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-19,92.0,80.0,70312.013164
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-20,96.0,81.0,71534.259053
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-21,89.0,76.0,70423.370088
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-22,94.0,77.0,76285.152833
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-23,94.0,76.0,78391.834411
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-24,96.0,80.0,76282.602527
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-25,95.0,82.0,75908.055032
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-26,88.0,70.0,62076.388852
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-27,91.0,68.0,69970.285689
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-28,82.0,72.0,64045.460155
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-29,94.0,71.0,72190.676315
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-30,89.0,75.0,65193.094827
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-05-31,90.0,75.0,68647.188643
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-01,93.0,72.0,72355.757365
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-02,93.0,75.0,76106.582515
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-03,90.0,74.0,74772.160051
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-04,92.0,79.0,69410.267427
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-05,94.0,76.0,76037.704348
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-06,95.0,80.0,76012.858868
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-07,97.0,79.0,75622.044182
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-08,98.0,79.0,76466.582535
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-09,94.0,72.0,75599.702475
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-10,93.0,77.0,70185.339888
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-11,83.0,74.0,63402.116856
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-12,81.0,71.0,63574.374672
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-13,92.0,73.0,75641.841807
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-14,93.0,77.0,74515.953517
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-15,94.0,73.0,66460.169452
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-16,92.0,74.0,75573.764591
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-17,95.0,77.0,75933.365588
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-18,95.0,79.0,75972.657697
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-19,95.0,79.0,77350.999293
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-20,96.0,79.0,77007.304456
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-21,96.0,81.0,75593.562281
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-22,94.0,78.0,76079.145637
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-23,94.0,78.0,76885.468888
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-24,96.0,77.0,76790.77703
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-25,89.0,76.0,74320.119223
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-26,95.0,76.0,75498.061629
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-27,94.0,75.0,76714.509638
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-28,95.0,75.0,76763.763386
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-29,93.0,76.0,73871.574966
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-06-30,94.0,74.0,76031.626628
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-01,97.0,75.0,75415.940998
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-02,96.0,77.0,74554.370829
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-03,94.0,75.0,67465.892679
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-04,91.0,75.0,67573.795058
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-05,94.0,78.0,65319.878866
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-06,96.0,76.0,69489.204505
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-07,95.0,78.0,74365.949652
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-08,91.0,73.0,73366.669709
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-09,91.0,73.0,73589.55029
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-10,95.0,78.0,76877.539004
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-11,93.0,79.0,75298.47404
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-12,95.0,79.0,73684.567896
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-13,95.0,76.0,68949.742293
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-14,92.0,74.0,75718.385093
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-15,95.0,76.0,78057.727189
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-16,97.0,79.0,78619.285257
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-17,92.0,75.0,78454.224216
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-18,94.0,79.0,78143.181492
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-19,96.0,78.0,77797.072689
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-20,97.0,79.0,77464.369031
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-21,98.0,80.0,79321.564532
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-22,100.0,77.0,79789.183381
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-23,99.0,76.0,80893.049438
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-24,99.0,80.0,81674.882734
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-25,92.0,78.0,78542.464935
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-26,92.0,77.0,75768.448612
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-27,95.0,77.0,77555.187761
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-28,98.0,78.0,81414.826338
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-29,99.0,80.0,81688.903671
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-30,101.0,80.0,81706.531132
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-07-31,95.0,83.0,81383.39967
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-01,97.0,82.0,81239.57823
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-02,92.0,78.0,75128.71447
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-03,98.0,78.0,77526.460136
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-04,91.0,76.0,76587.001909
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-05,96.0,77.0,80851.176498
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-06,100.0,77.0,81291.677099
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-07,100.0,78.0,82111.271583
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-08,100.0,79.0,82589.021176
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-09,98.0,78.0,82079.043659
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-10,94.0,77.0,81190.548845
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-11,97.0,78.0,82061.278338
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-12,97.0,79.0,81366.639331
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-13,99.0,78.0,81212.31929
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-14,99.0,80.0,82757.910024
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-15,95.0,79.0,81229.635681
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-16,95.0,78.0,79345.231093
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-17,101.0,77.0,81823.878801
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-18,101.0,79.0,83679.001697
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-19,95.0,77.0,82053.227132
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-20,101.0,77.0,79731.054883
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-21,96.0,79.0,79433.264983
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-22,89.0,75.0,77325.509664
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-23,95.0,75.0,77645.206649
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-24,99.0,77.0,81746.959742
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-25,97.0,77.0,82580.922424
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-26,97.0,75.0,77473.130152
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-27,93.0,77.0,79676.57533
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-28,96.0,76.0,82907.273669
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-29,97.0,79.0,76440.905923
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-30,95.0,75.0,71379.003357
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-08-31,85.0,75.0,66488.522807
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-01,90.0,74.0,71862.917483
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-02,93.0,73.0,76036.820989
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-03,97.0,75.0,76095.87501
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-04,98.0,72.0,79917.516334
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-05,96.0,79.0,78986.153322
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-06,92.0,75.0,65615.484742
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-07,80.0,70.0,62239.564186
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-08,87.0,69.0,69978.936047
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-09,89.0,64.0,72256.584543
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-10,93.0,64.0,76745.319647
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-11,94.0,73.0,78122.954694
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-12,93.0,73.0,78448.123903
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-13,93.0,70.0,76038.785912
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-14,95.0,71.0,75304.856332
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-15,93.0,73.0,78196.82626
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-16,94.0,71.0,78004.938117
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-17,95.0,72.0,77927.306701
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-18,93.0,72.0,76873.478532
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-19,94.0,71.0,77814.050406
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-20,92.0,71.0,75880.673937
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-21,92.0,72.0,76311.706172
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-22,93.0,74.0,78973.41926
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-23,93.0,75.0,79119.851954
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-24,95.0,75.0,72246.732539
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-25,91.0,73.0,71859.37779
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-26,90.0,68.0,72227.384675
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-27,89.0,64.0,70975.557835
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-28,90.0,63.0,69176.347312
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2025-09-29,92.0,64.0,70622.500565
